Date,Average Temperature,Minimum Temperature,Maximum Temperature,Total Precipitation,wdir,Average Wind Speed,Sea-Level Air Pressure
2022-05-17,17.7,14.6,21.0,1.6,284.0,10.7,1016.6
2022-05-18,12.5,9.2,17.0,0.0,269.0,19.2,1015.5
2022-05-19,12.0,5.9,18.0,0.0,251.0,13.8,1016.7
2022-05-20,14.2,6.6,22.0,0.0,182.0,5.4,1020.8
2022-05-21,16.2,10.5,23.0,0.0,104.0,10.6,1023.4
2022-05-22,16.9,10.9,24.0,0.0,96.0,11.1,1023.3
2022-05-23,17.3,11.3,26.0,0.0,110.0,10.4,1022.8
2022-05-24,17.5,11.6,24.0,0.0,104.0,13.3,1024.0
2022-05-25,17.1,12.8,22.0,0.1,101.0,14.3,1025.1
2022-05-26,18.6,14.0,25.0,0.0,91.0,13.8,1024.7
2022-05-27,18.2,13.5,25.0,0.0,96.0,11.8,1022.9
2022-05-28,18.2,12.7,25.0,0.0,96.0,7.9,1020.6
2022-05-29,19.7,13.9,28.0,0.0,78.0,7.7,1018.2
2022-05-30,20.4,13.3,29.0,0.0,210.0,7.1,1016.7
2022-05-31,22.1,16.0,29.0,0.0,186.0,6.3,1016.6
2022-06-01,21.4,16.6,27.0,0.0,104.0,11.6,1017.7
2022-06-02,21.5,15.2,29.0,0.0,99.0,8.4,1017.6
2022-06-03,22.2,16.3,30.0,0.0,187.0,8.1,1018.3
2022-06-04,19.6,15.4,26.0,0.0,138.0,13.5,1020.9
2022-06-05,17.9,11.9,25.0,0.0,115.0,11.3,1021.7
2022-06-06,16.9,10.8,24.0,0.0,97.0,9.3,1020.2
2022-06-07,18.3,11.4,26.0,0.0,242.0,6.2,1017.2
2022-06-08,19.6,13.5,27.0,0.0,155.0,5.1,1016.4
2022-06-09,21.0,16.3,27.0,0.0,90.0,8.8,1017.8
2022-06-10,21.1,15.3,28.0,0.0,66.0,10.3,1017.5
2022-06-11,20.6,16.2,28.0,0.6,132.0,7.3,1017.2
2022-06-12,20.1,16.1,26.0,0.1,235.0,7.8,1018.0
2022-06-13,18.4,11.1,26.0,0.0,155.0,9.2,1020.2
2022-06-14,16.5,10.4,23.0,0.0,112.0,13.6,1022.2
2022-06-15,16.5,12.3,22.0,0.0,103.0,12.3,1022.3
2022-06-16,17.0,10.3,26.0,0.0,97.0,8.0,1020.4
2022-06-17,18.3,11.2,27.0,0.0,54.0,6.2,1017.4
2022-06-18,20.0,14.8,26.0,0.0,239.0,8.0,1018.6
2022-06-19,19.5,14.3,26.0,0.0,118.0,13.3,1021.3
2022-06-20,18.9,13.8,25.0,0.0,100.0,15.0,1022.2
2022-06-21,18.6,13.6,25.0,0.0,93.0,12.9,1021.9
2022-06-22,19.3,13.2,27.0,0.0,88.0,7.9,1020.5
2022-06-23,19.3,12.8,27.0,0.0,101.0,7.0,1021.4
2022-06-24,19.2,12.8,27.0,0.0,101.0,8.0,1021.3
2022-06-25,19.7,13.4,28.0,0.0,137.0,7.2,1020.1
2022-06-26,18.2,13.1,26.0,0.0,132.0,13.6,1020.3
2022-06-27,16.6,12.1,23.0,0.0,111.0,13.8,1022.0
2022-06-28,16.5,10.5,23.0,0.0,86.0,10.3,1021.6
2022-06-29,18.0,10.6,26.0,0.0,322.0,6.2,1019.9
2022-06-30,19.7,13.3,27.0,0.0,176.0,6.4,1019.4
2022-07-01,18.2,13.0,24.0,0.0,101.0,13.9,1021.3
2022-07-02,18.3,13.0,25.0,0.0,98.0,13.2,1024.4
2022-07-03,18.4,13.4,25.0,0.0,97.0,13.7,1025.5
2022-07-04,18.2,12.3,25.0,0.0,92.0,13.5,1024.7
2022-07-05,18.5,12.7,25.0,0.0,94.0,10.7,1023.0
2022-07-06,18.7,13.2,28.0,0.0,93.0,9.9,1021.7
2022-07-07,18.2,13.0,25.0,0.0,100.0,8.3,1023.2
2022-07-08,18.3,12.6,25.0,0.0,111.0,9.5,1024.9
2022-07-09,18.2,13.0,25.0,0.0,98.0,13.0,1024.7
2022-07-10,18.0,13.9,24.0,0.0,89.0,14.0,1023.4
2022-07-11,18.2,13.2,25.0,0.0,76.0,12.2,1020.7
2022-07-12,19.1,12.3,27.0,0.0,127.0,8.5,1020.5
2022-07-13,19.8,12.8,28.0,0.0,107.0,10.2,1021.6
2022-07-14,18.8,14.1,25.0,0.0,95.0,14.8,1021.9
2022-07-15,19.5,13.7,27.0,0.0,84.0,11.4,1020.7
2022-07-16,20.1,13.7,28.0,0.0,80.0,7.9,1019.7
2022-07-17,20.8,13.5,30.0,0.0,89.0,6.6,1021.7
2022-07-18,20.0,14.6,27.0,0.0,95.0,14.0,1023.8
2022-07-19,19.5,13.7,26.0,0.0,101.0,12.2,1024.0
2022-07-20,19.3,12.8,26.0,0.0,119.0,11.4,1021.7
2022-07-21,19.3,13.7,26.0,0.0,107.0,10.7,1021.0
2022-07-22,19.1,13.3,25.0,0.0,93.0,10.1,1020.7
2022-07-23,19.8,13.7,27.0,0.0,90.0,9.6,1020.7
2022-07-24,19.1,13.6,25.0,0.0,106.0,12.5,1021.8
2022-07-25,18.7,12.9,25.0,0.0,101.0,12.8,1022.4
2022-07-26,18.5,12.9,25.0,0.0,97.0,13.6,1022.5
2022-07-27,18.3,12.4,25.0,0.0,100.0,12.4,1021.9
2022-07-28,19.3,12.6,26.0,0.0,49.0,5.9,1018.5
2022-07-29,20.9,13.9,29.0,0.0,344.0,9.8,1015.9
2022-07-30,21.4,14.4,29.0,0.1,286.0,8.2,1016.6
2022-07-31,20.3,14.5,28.0,0.0,99.0,13.9,1020.2
2022-08-01,20.0,14.6,26.0,0.0,101.0,15.0,1020.2
2022-08-02,21.6,15.3,29.0,0.0,93.0,10.7,1019.5
2022-08-03,21.6,16.1,30.0,0.0,99.0,11.6,1019.3
2022-08-04,21.0,14.7,29.0,0.0,82.0,8.7,1018.3
2022-08-05,22.2,14.0,31.0,0.0,157.0,7.8,1016.8
2022-08-06,22.8,16.1,30.0,0.0,99.0,12.6,1017.6
2022-08-07,23.1,14.9,32.0,0.0,79.0,11.5,1017.5
2022-08-08,23.3,16.9,32.0,0.0,132.0,12.9,1017.5
2022-08-09,22.0,16.3,30.0,0.1,108.0,10.8,1018.8
2022-08-10,20.2,14.4,26.0,0.0,296.0,16.8,1016.7
2022-08-11,17.2,9.4,26.0,0.0,219.0,13.7,1019.0
2022-08-12,17.9,11.5,25.0,0.0,120.0,14.6,1023.2
2022-08-13,18.2,11.9,26.0,0.0,102.0,14.9,1024.6
2022-08-14,17.7,11.8,25.0,0.0,94.0,14.9,1023.4
2022-08-15,17.8,11.0,25.0,0.0,93.0,12.1,1020.7
2022-08-16,20.5,12.4,29.0,0.0,83.0,10.4,1019.5
2022-08-17,22.6,15.2,32.0,0.0,86.0,13.2,1018.4
2022-08-18,21.3,14.6,30.0,0.0,76.0,14.5,1018.8
2022-08-19,21.6,14.6,32.0,0.0,97.0,13.1,1021.3
2022-08-20,16.7,11.8,23.0,0.0,131.0,18.5,1025.4
2022-08-21,16.4,10.7,23.0,0.0,118.0,13.9,1025.3
2022-08-22,17.5,10.1,25.0,0.0,110.0,12.7,1023.6
2022-08-23,18.9,11.9,27.0,0.0,106.0,13.6,1023.5
2022-08-24,19.5,12.5,28.0,0.0,95.0,13.2,1023.0
2022-08-25,19.7,13.7,26.0,0.0,98.0,16.9,1023.3
2022-08-26,19.8,14.3,26.0,0.0,92.0,13.8,1022.8
2022-08-27,20.9,13.9,28.0,0.0,93.0,12.7,1020.6
2022-08-28,23.7,15.9,32.0,0.0,98.0,9.6,1019.6
2022-08-29,20.9,13.9,28.0,0.0,132.0,16.4,1021.4
2022-08-30,16.1,10.9,23.0,0.0,134.0,18.1,1024.2
2022-08-31,16.0,8.9,24.0,0.0,108.0,14.7,1024.6
2022-09-01,17.0,10.0,24.0,0.0,84.0,14.0,1022.6
2022-09-02,18.5,11.3,27.0,0.0,91.0,9.3,1021.4
2022-09-03,21.7,12.5,31.0,0.0,86.0,7.3,1019.0
2022-09-04,22.5,16.5,31.0,0.0,109.0,14.1,1020.2
2022-09-05,19.4,14.9,26.0,0.0,103.0,17.2,1023.7
2022-09-06,19.0,14.2,25.0,0.0,96.0,15.3,1024.9
2022-09-07,18.0,11.8,25.0,0.0,89.0,16.5,1022.9
2022-09-08,21.0,12.6,30.0,0.0,84.0,11.2,1020.2
2022-09-09,23.3,15.6,32.0,0.0,80.0,11.1,1019.4
2022-09-10,25.6,16.7,34.0,0.0,71.0,9.1,1018.0
2022-09-11,26.3,19.4,35.0,0.0,104.0,10.6,1017.0
2022-09-12,23.1,16.5,31.0,0.0,84.0,17.8,1017.8
2022-09-13,24.6,16.4,34.0,0.0,69.0,14.1,1015.6
2022-09-14,27.1,18.7,36.0,0.0,68.0,11.9,1015.2
2022-09-15,24.7,18.6,31.0,0.2,102.0,14.0,1017.2
2022-09-16,21.9,17.1,30.0,11.1,118.0,13.5,1018.3
2022-09-17,16.7,14.2,20.0,16.1,129.0,14.7,1019.8
2022-09-18,17.5,12.0,24.0,0.0,96.0,14.1,1019.3
2022-09-19,20.5,12.9,29.0,0.0,89.0,13.9,1017.3
2022-09-20,21.9,14.6,30.0,0.1,80.0,10.0,1015.1
2022-09-21,23.8,17.5,31.0,0.1,73.0,8.0,1013.9
2022-09-22,21.4,18.9,25.0,5.1,15.0,9.7,1014.4
2022-09-23,23.1,18.4,31.0,0.2,280.0,11.4,1014.7
2022-09-24,22.5,14.6,32.0,0.0,103.0,10.7,1017.7
2022-09-25,22.3,15.7,30.0,0.0,88.0,15.7,1019.3
2022-09-26,23.3,15.7,32.0,0.0,70.0,14.4,1019.0
2022-09-27,20.5,18.0,23.9,1.4,107.0,9.4,1019.3
2022-09-28,21.3,18.3,27.0,15.2,106.0,7.4,1017.9
2022-09-29,20.3,16.6,25.0,5.6,123.0,13.8,1018.9
2022-09-30,20.7,16.2,26.0,0.0,105.0,17.4,1020.4
2022-10-01,21.1,16.3,29.0,3.2,81.0,10.0,1019.7
2022-10-02,24.0,16.8,33.0,0.2,89.0,10.7,1017.6
2022-10-03,22.9,17.9,32.0,13.8,72.0,11.2,1016.7
2022-10-04,21.2,16.3,30.0,3.9,70.0,7.8,1016.2
2022-10-05,22.8,15.7,31.0,0.0,62.0,7.4,1016.3
2022-10-06,23.3,17.8,30.0,0.9,91.0,15.2,1016.6
2022-10-07,21.8,18.7,28.0,1.6,290.0,10.4,1015.4
2022-10-08,22.5,17.9,29.0,0.0,80.0,5.3,1015.8
2022-10-09,23.0,19.3,27.0,1.7,89.0,8.8,1017.9
2022-10-10,24.1,18.7,31.0,0.0,99.0,15.7,1020.3
2022-10-11,24.5,18.3,33.0,0.0,86.0,18.0,1021.2
2022-10-12,24.8,17.6,33.0,0.0,91.0,15.3,1018.9
2022-10-13,24.1,17.2,32.0,0.0,93.0,15.6,1019.2
2022-10-14,24.0,17.2,31.0,0.0,83.0,14.1,1020.4
2022-10-15,23.6,17.6,31.0,0.0,121.0,16.0,1021.3
2022-10-16,21.9,15.1,31.0,0.0,99.0,14.0,1019.1
2022-10-17,23.4,16.0,31.0,0.0,102.0,12.9,1017.3
2022-10-18,24.0,17.9,31.0,0.0,96.0,18.3,1019.4
2022-10-19,23.3,18.1,30.0,4.0,91.0,16.4,1019.3
2022-10-20,23.3,17.6,30.0,0.0,81.0,13.8,1016.6
2022-10-21,22.5,17.5,30.0,11.9,77.0,12.4,1015.0
2022-10-22,22.2,18.2,29.0,2.9,74.0,8.3,1015.6
2022-10-23,22.2,18.3,28.0,0.4,73.0,10.5,1017.8
2022-10-24,21.9,17.1,30.0,3.1,84.0,12.9,1017.6
2022-10-25,21.9,15.9,31.0,0.2,101.0,10.0,1016.6
2022-10-26,23.1,16.4,32.0,0.1,97.0,13.4,1016.6
2022-10-27,24.1,17.1,33.0,0.0,83.0,13.2,1016.4
2022-10-28,24.9,18.6,33.0,0.3,109.0,10.1,1016.4
2022-10-29,25.0,19.3,31.0,0.0,83.0,10.0,1015.0
2022-10-30,24.5,20.0,32.0,18.9,87.0,9.2,1013.3
2022-10-31,22.2,19.3,26.0,10.7,76.0,6.9,1014.4
2022-11-01,23.2,17.7,32.0,4.4,53.0,11.1,1015.1
2022-11-02,16.9,14.9,19.0,8.7,151.0,14.9,1018.8
2022-11-03,15.7,13.8,20.0,3.8,140.0,15.6,1019.9
2022-11-04,16.8,12.0,23.0,0.0,141.0,11.9,1019.1
2022-11-05,18.5,11.5,27.0,0.0,130.0,10.8,1018.7
2022-11-06,19.6,12.8,27.0,0.0,95.0,13.8,1018.9
2022-11-07,20.3,14.1,29.0,3.1,86.0,14.0,1018.0
2022-11-08,21.4,15.5,30.0,6.5,76.0,12.2,1017.7
2022-11-09,21.2,15.9,29.0,7.2,75.0,10.1,1017.8
2022-11-10,23.1,16.4,31.0,2.3,69.0,10.3,1017.4
2022-11-11,23.6,18.1,33.0,9.4,86.0,10.8,1016.2
2022-11-12,22.1,17.8,29.0,15.5,54.0,9.5,1015.8
2022-11-13,24.3,17.0,33.0,1.4,8.0,6.5,1014.9
2022-11-14,22.9,19.4,30.0,7.6,62.0,10.2,1015.8
2022-11-15,21.6,18.8,27.0,34.8,78.0,6.8,1017.1
2022-11-16,21.5,18.4,29.0,14.6,88.0,8.7,1016.6
2022-11-17,22.6,15.8,30.0,0.2,116.0,11.3,1016.7
2022-11-18,21.9,14.8,30.0,0.0,121.0,13.9,1016.6
2022-11-19,21.8,14.6,29.0,0.0,91.0,11.6,1018.0
2022-11-20,22.3,15.8,32.0,0.2,97.0,11.1,1017.5
2022-11-21,22.9,16.6,31.0,0.0,98.0,14.5,1016.6
2022-11-22,22.8,17.8,30.0,1.5,82.0,15.1,1016.5
2022-11-23,21.6,18.0,27.0,0.7,88.0,11.9,1015.3
2022-11-24,20.7,17.2,25.0,12.5,95.0,9.1,1013.4
2022-11-25,22.0,14.7,31.0,2.0,104.0,9.0,1013.3
2022-11-26,21.5,16.5,30.0,12.2,92.0,10.4,1014.2
2022-11-27,22.4,16.6,30.0,4.6,73.0,8.6,1013.2
2022-11-28,22.9,17.0,32.0,11.0,84.0,9.6,1009.6
2022-11-29,22.2,16.7,31.0,19.5,43.0,7.9,1007.9
2022-11-30,22.5,16.9,31.0,4.2,56.0,10.5,1009.0
2022-12-01,22.6,17.7,30.0,3.0,77.0,12.3,1012.8
2022-12-02,23.4,19.0,31.0,4.8,89.0,16.7,1015.3
2022-12-03,21.7,18.7,27.0,1.0,79.0,15.8,1016.8
2022-12-04,22.1,18.3,29.0,4.7,71.0,12.7,1015.7
2022-12-05,21.6,17.7,27.0,3.5,82.0,14.3,1017.2
2022-12-06,19.4,17.7,22.0,7.8,81.0,7.2,1019.1
2022-12-07,20.7,17.8,27.0,24.8,41.0,5.6,1016.0
2022-12-08,23.5,17.2,31.0,1.0,58.0,6.4,1012.2
2022-12-09,25.4,17.5,34.0,0.0,81.0,8.0,1012.3
2022-12-10,24.2,18.7,32.0,3.2,56.0,8.3,1014.8
2022-12-11,23.7,18.1,31.0,21.5,299.0,8.9,1014.8
2022-12-12,24.0,18.6,32.0,21.5,293.0,9.2,1012.1
2022-12-13,21.4,19.1,27.0,21.4,299.0,11.6,1010.5
2022-12-14,20.6,17.5,24.0,8.4,107.0,10.0,1012.9
2022-12-15,20.4,16.0,26.0,0.0,94.0,15.5,1014.9
2022-12-16,21.5,14.9,29.0,0.3,42.0,9.3,1012.0
2022-12-17,21.3,17.3,28.0,3.6,72.0,6.2,1011.3
2022-12-18,22.8,17.8,30.0,2.4,97.0,11.7,1014.2
2022-12-19,20.4,18.6,24.0,24.2,96.0,12.4,1015.3
2022-12-20,20.2,18.4,23.0,71.3,15.0,10.5,1013.2
2022-12-21,21.6,18.2,29.0,26.9,357.0,8.6,1011.9
2022-12-22,21.7,16.6,29.0,0.4,134.0,10.9,1013.6
2022-12-23,21.1,15.4,27.0,0.3,106.0,14.2,1016.0
2022-12-24,21.9,16.9,28.0,3.1,95.0,15.6,1016.9
2022-12-25,22.1,18.2,29.0,7.0,79.0,17.7,1017.1
2022-12-26,21.1,18.3,28.0,12.5,80.0,13.9,1017.2
2022-12-27,22.4,18.2,30.0,1.6,83.0,10.8,1017.0
2022-12-28,23.2,18.0,29.0,0.9,66.0,9.2,1016.8
2022-12-29,22.9,18.1,28.0,1.6,82.0,9.6,1017.3
2022-12-30,23.8,18.9,31.0,1.2,92.0,10.3,1017.2
2022-12-31,22.5,18.6,28.0,0.8,79.0,10.5,1018.4
2023-01-01,21.4,18.3,27.0,3.4,83.0,11.0,1017.9
2023-01-02,21.1,17.0,27.0,9.4,82.0,10.6,1016.3
2023-01-03,21.0,16.6,28.0,11.5,59.0,9.8,1015.3
2023-01-04,21.9,18.3,28.0,10.5,22.0,9.3,1014.8
2023-01-05,20.3,18.3,23.0,20.8,68.0,6.2,1014.9
2023-01-06,20.5,18.7,23.0,40.1,27.0,7.1,1016.5
2023-01-07,21.3,18.6,29.0,18.1,93.0,6.6,1018.0
2023-01-08,20.7,18.4,26.0,13.8,61.0,10.8,1018.3
2023-01-09,21.4,17.6,29.0,14.8,80.0,8.6,1017.7
2023-01-10,22.8,17.9,31.0,5.0,83.0,7.4,1017.8
2023-01-11,22.6,18.0,31.0,10.4,66.0,8.1,1017.8
2023-01-12,21.6,18.1,28.0,5.4,75.0,7.4,1016.3
2023-01-13,23.7,17.6,34.0,7.0,59.0,7.4,1015.8
2023-01-14,24.1,18.1,32.0,5.6,48.0,6.5,1017.0
2023-01-15,25.2,19.7,33.0,0.4,83.0,11.7,1017.4
2023-01-16,24.3,18.2,33.0,0.0,91.0,14.1,1016.8
2023-01-17,23.9,17.6,32.0,0.0,89.0,15.1,1017.4
2023-01-18,23.7,18.2,32.0,11.1,92.0,13.3,1018.6
2023-01-19,22.4,17.9,29.0,4.5,78.0,10.7,1018.3
2023-01-20,20.9,17.8,30.0,14.3,78.0,9.2,1016.4
2023-01-21,20.0,17.4,24.0,29.1,337.0,10.8,1014.3
2023-01-22,21.9,17.7,29.0,8.5,311.0,9.6,1013.2
2023-01-23,22.3,18.7,28.0,35.6,357.0,8.2,1014.6
2023-01-24,22.0,18.7,29.0,27.3,340.0,8.2,1013.6
2023-01-25,22.3,18.8,31.0,15.3,95.0,8.0,1013.2
2023-01-26,22.6,18.3,29.0,8.7,98.0,13.1,1014.6
2023-01-27,23.1,18.0,30.0,4.5,79.0,11.3,1016.3
2023-01-28,23.4,18.4,32.0,0.7,99.0,10.9,1017.8
2023-01-29,23.8,18.5,32.0,7.4,73.0,11.3,1016.6
2023-01-30,22.8,18.9,30.0,2.5,94.0,10.8,1015.9
2023-01-31,23.7,17.9,33.0,0.0,82.0,11.4,1016.7
2023-02-01,23.6,17.6,31.0,0.0,85.0,12.5,1017.1
2023-02-02,24.1,18.4,31.0,0.0,85.0,10.5,1017.4
2023-02-03,23.2,17.8,29.0,0.0,78.0,10.0,1014.8
2023-02-04,25.7,18.7,33.0,0.0,355.0,10.0,1017.3
2023-02-05,26.4,19.9,34.0,0.2,240.0,8.7,1016.6
2023-02-06,25.2,20.4,32.0,1.9,93.0,8.7,1016.1
2023-02-07,22.9,19.4,31.0,7.8,96.0,10.9,1016.3
2023-02-08,22.6,18.4,30.0,10.3,77.0,9.0,1016.3
2023-02-09,22.3,17.6,29.0,8.7,81.0,10.0,1017.2
2023-02-10,23.6,18.2,31.0,0.3,100.0,9.9,1017.0
2023-02-11,24.8,18.9,33.0,0.2,79.0,11.6,1016.8
2023-02-12,23.6,19.4,31.0,2.7,109.0,13.2,1016.1
2023-02-13,24.7,19.4,33.0,0.4,89.0,8.6,1016.2
2023-02-14,24.9,20.1,32.0,4.1,106.0,9.0,1015.5
2023-02-15,25.0,19.8,32.0,3.4,79.0,8.8,1014.1
2023-02-16,23.6,19.5,31.0,1.7,129.0,6.2,1012.6
2023-02-17,24.7,20.6,32.0,3.1,73.0,10.5,1013.5
2023-02-18,23.8,20.8,30.0,2.5,99.0,10.7,1015.6
2023-02-19,23.7,18.7,31.0,0.8,92.0,15.1,1017.3
2023-02-20,23.2,18.6,31.0,0.7,86.0,14.6,1017.9
2023-02-21,23.7,17.8,30.0,0.9,84.0,14.8,1018.2
2023-02-22,24.2,18.8,31.0,0.7,100.0,12.1,1019.5
2023-02-23,24.3,19.0,30.0,1.5,110.0,9.7,1019.4
2023-02-24,24.3,18.9,31.0,0.2,90.0,10.8,1017.4
2023-02-25,25.2,19.2,32.0,0.0,78.0,12.5,1017.0
2023-02-26,24.9,19.2,32.0,0.0,93.0,13.5,1018.6
2023-02-27,24.8,18.9,32.0,0.0,103.0,14.4,1019.8
2023-02-28,25.0,19.0,32.0,0.0,106.0,13.1,1020.1
2023-03-01,25.1,18.7,32.0,0.0,83.0,13.7,1018.7
2023-03-02,25.1,19.8,33.0,0.2,91.0,11.1,1017.3
2023-03-03,24.9,19.6,31.0,0.3,99.0,13.1,1017.2
2023-03-04,24.7,18.1,32.0,0.0,87.0,12.3,1017.4
2023-03-05,25.6,18.6,33.0,0.0,82.0,8.7,1015.3
2023-03-06,25.4,19.7,33.0,0.0,94.0,11.7,1014.7
2023-03-07,25.2,19.8,31.0,0.0,87.0,14.7,1016.2
2023-03-08,23.3,19.1,31.0,10.2,95.0,13.1,1017.7
2023-03-09,24.2,18.6,30.0,0.0,90.0,13.5,1018.1
2023-03-10,24.9,19.5,31.0,0.1,90.0,14.0,1017.6
2023-03-11,24.2,19.1,30.0,1.6,95.0,10.7,1016.9
2023-03-12,23.8,19.0,31.0,0.4,106.0,10.3,1017.2
2023-03-13,23.2,19.0,30.0,0.9,102.0,12.8,1018.2
2023-03-14,22.8,18.6,29.0,0.2,106.0,13.0,1018.3
2023-03-15,22.9,17.4,31.0,0.1,110.0,13.6,1016.6
2023-03-16,22.7,18.2,29.0,0.2,98.0,12.9,1015.6
2023-03-17,23.5,17.6,30.0,0.0,106.0,12.1,1017.1
2023-03-18,23.8,18.5,31.0,0.6,89.0,12.5,1017.8
2023-03-19,23.7,18.7,32.0,2.3,97.0,11.9,1017.7
2023-03-20,23.2,18.1,28.2,0.0,84.0,10.4,1015.4
