dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather,rain,wind_gust
1072915200,1072858946,1072907773,21.26,21.61,1016,83,18.26,40,10000.0,2.1,350,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1073001600,1072945384,1072994191,16.6,16.74,1019,93,15.46,100,3000.0,4.1,140,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.35},
1073088000,1073031822,1073080608,15.48,15.36,1019,87,13.33,100,8000.0,4.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1073174400,1073118261,1073167023,16.46,16.46,1018,88,14.47,75,9000.0,4.1,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1073260800,1073204700,1073253437,18.37,18.56,1018,88,16.35,75,8000.0,5.1,60,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1073347200,1073291141,1073339850,18.81,19.04,1018,88,16.78,75,8000.0,4.6,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1073433600,1073377581,1073426262,21.34,21.93,1017,92,19.99,100,3000.0,3.1,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1073520000,1073464023,1073512673,19.85,19.8,1016,73,14.87,90,9900.0,2.1,90,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,
1073606400,1073550464,1073599082,19.77,20.13,1014,89,17.91,75,9000.0,5.1,60,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1073692800,1073636906,1073685489,19.18,19.45,1012,88,17.15,40,10000.0,2.1,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1073779200,1073723349,1073771896,19.78,20.01,1012,84,17.0,40,10000.0,4.1,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1073865600,1073809792,1073858301,22.61,22.83,1011,73,17.53,83,9900.0,1.5,100,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1073952000,1073896235,1073944705,20.31,20.82,1014,93,19.14,75,5000.0,4.1,150,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,
1074038400,1073982679,1074031107,19.46,19.68,1012,85,16.87,0,6000.0,2.1,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1074124800,1074069122,1074117508,21.39,22.12,1009,97,20.89,88,,2.48,88,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,
1074211200,1074155566,1074203908,21.35,21.92,1011,91,19.82,75,6000.0,4.6,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1074297600,1074242010,1074290306,18.6,18.81,1016,88,16.57,75,10000.0,6.7,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1074384000,1074328455,1074376703,18.07,18.05,1018,81,14.76,40,10000.0,5.1,140,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.11},
1074470400,1074414899,1074463098,16.69,16.53,1018,81,13.42,75,10000.0,5.1,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1074556800,1074501343,1074549492,18.47,18.46,1017,80,14.96,75,10000.0,5.1,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1074643200,1074587788,1074635885,19.54,19.53,1015,76,15.2,40,10000.0,3.1,150,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1074729600,1074674232,1074722276,20.46,20.96,1015,92,19.12,75,3000.0,2.1,90,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1074816000,1074760677,1074808666,20.35,20.71,1014,87,18.12,75,6000.0,3.6,160,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,
1074902400,1074847121,1074895055,21.1,21.43,1015,83,18.1,40,10000.0,4.1,90,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1074988800,1074933566,1074981442,22.53,22.77,1014,74,17.67,75,10000.0,4.1,80,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
