dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather,rain,wind_gust
1230768000,1230711773,1230760586,21.7,22.01,1015,80,18.1,0,10000.0,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1230854400,1230798211,1230847003,21.97,22.44,1014,85,19.33,75,10000.0,2.1,100,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1230940800,1230884650,1230933419,20.51,20.99,1011,91,18.99,75,6000.0,1.5,180,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,
1231027200,1230971089,1231019833,21.62,21.93,1007,80,18.02,40,8000.0,2.6,300,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1231113600,1231057529,1231106247,16.86,16.79,1013,84,14.14,75,5000.0,3.1,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1231200000,1231143970,1231192659,16.52,16.55,1016,89,14.7,75,10000.0,3.1,160,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,
1231286400,1231230411,1231279070,17.61,17.67,1017,86,15.24,75,7000.0,3.6,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,
1231372800,1231316852,1231365479,19.59,19.82,1016,85,17.0,75,6000.0,2.6,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1231459200,1231403294,1231451887,20.54,20.74,1018,80,16.97,20,10000.0,4.1,350,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1231545600,1231489737,1231538294,21.69,22.06,1021,82,18.48,75,3000.0,8.2,180,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}, {'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",,
1231632000,1231576180,1231624700,22.96,23.37,1019,79,19.12,0,10000.0,2.1,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1231718400,1231662623,1231711104,24.16,24.43,1018,69,18.12,0,10000.0,1.0,180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1231804800,1231749066,1231797506,25.1,25.47,1016,69,19.01,40,10000.0,2.1,180,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",,
1231891200,1231835510,1231883908,24.67,24.92,1017,66,17.9,75,8000.0,4.1,90,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",,
1231977600,1231921954,1231970308,20.37,20.71,1016,86,17.95,75,10000.0,0.0,0,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",{'1h': 5.63},
1232064000,1232008398,1232056706,23.45,23.68,1013,70,17.67,75,10000.0,1.5,290,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 2.86},
1232150400,1232094842,1232143104,22.03,22.61,1015,89,20.13,75,6000.0,1.5,270,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.4},
1232236800,1232181286,1232229499,19.7,19.92,1013,84,16.92,75,10000.0,1.5,300,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1232323200,1232267731,1232315894,23.31,23.71,1015,77,19.05,0,10000.0,1.5,300,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1232409600,1232354175,1232402287,24.38,24.68,1013,69,18.33,0,10000.0,1.5,90,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.48},
1232496000,1232440620,1232488679,20.05,20.43,1016,89,18.18,75,4000.0,3.1,180,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.16},
1232582400,1232527064,1232575069,18.83,19.01,1020,86,16.44,100,8000.0,4.1,170,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.31},
1232668800,1232613509,1232661458,17.3,17.36,1021,87,15.12,100,10000.0,5.1,150,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.23},
1232755200,1232699953,1232747846,18.17,18.31,1020,87,15.97,75,10000.0,5.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.11},
1232841600,1232786397,1232834232,20.01,20.26,1016,84,17.23,75,10000.0,5.1,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1232928000,1232872841,1232920617,20.97,21.58,1016,94,19.97,100,4000.0,1.5,170,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
