dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather,rain,wind_gust
1609459200,1609402970,1609451784,20.71,20.98,1016,82,17.53,0,10000.0,3.6,340,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 3.97},
1609545600,1609489408,1609538201,21.41,21.9,1018,88,19.34,75,10000.0,5.1,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1609632000,1609575846,1609624617,19.39,19.66,1016,87,17.17,100,10000.0,5.1,140,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,
1609718400,1609662286,1609711032,19.5,19.54,1016,78,15.57,75,7000.0,5.7,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1609804800,1609748726,1609797446,21.49,21.68,1016,76,17.08,75,10000.0,3.1,90,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1609891200,1609835166,1609883858,24.91,25.49,1015,78,20.81,75,10000.0,1.5,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1609977600,1609921607,1609970269,23.66,23.99,1015,73,18.54,0,10000.0,3.6,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1610064000,1610008049,1610056678,23.15,23.48,1015,75,18.48,75,10000.0,4.12,280,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 1.28},
1610150400,1610094491,1610143086,22.5,23.0,1015,84,19.66,40,10000.0,3.6,120,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,
1610236800,1610180933,1610229493,22.25,22.67,1015,82,19.03,75,8000.0,4.63,110,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.48},
1610323200,1610267376,1610315899,22.52,23.13,1016,88,20.43,75,10000.0,3.6,150,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.65},
1610409600,1610353819,1610402303,23.51,24.11,1015,84,20.65,75,10000.0,2.1,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,0.0
1610496000,1610440262,1610488706,23.47,24.07,1016,84,20.61,75,6000.0,4.12,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1610582400,1610526706,1610575107,22.52,23.02,1016,84,19.68,75,8000.0,5.14,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1610668800,1610613150,1610661507,21.25,21.6,1018,83,18.25,100,10000.0,4.92,124,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,5.81
1610755200,1610699594,1610747906,20.41,20.86,1015,90,18.71,0,8000.0,2.1,80,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.69},0.0
1610841600,1610786038,1610834304,23.82,24.03,1013,68,17.56,20,8000.0,2.6,10,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,0.0
1610928000,1610872483,1610920700,22.9,23.23,1014,76,18.45,0,10000.0,6.2,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,0.0
1611014400,1610958927,1611007094,22.69,23.18,1016,83,19.65,75,8000.0,3.1,200,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,0.0
