dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather,rain,wind_gust
1136073600,1136017364,1136066182,21.6,22.01,1016,84,18.78,75,10000.0,2.1,60,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,
1136160000,1136103802,1136152599,20.66,20.95,1014,83,17.67,100,9000.0,1.0,30,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.34},
1136246400,1136190241,1136239015,20.4,20.92,1015,93,19.23,75,4000.0,3.1,10,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",,
1136332800,1136276680,1136325430,21.25,21.81,1013,91,19.72,75,7000.0,2.6,150,"[{'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",,
1136419200,1136363120,1136411844,18.71,18.96,1014,89,16.86,75,7000.0,0.0,0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1136505600,1136449560,1136498256,19.71,20.27,1012,97,19.22,100,,1.6,123,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,
1136592000,1136536001,1136584667,21.1,21.43,1017,83,18.1,75,6000.0,0.0,0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1136678400,1136622443,1136671077,20.98,21.35,1018,85,18.36,40,7000.0,3.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1136764800,1136708885,1136757486,21.9,22.31,1018,83,18.88,0,7000.0,1.5,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1136851200,1136795327,1136843893,22.79,23.16,1018,78,18.76,20,7000.0,3.1,160,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1136937600,1136881770,1136930298,22.77,23.14,1021,78,18.74,0,10000.0,2.1,160,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1137024000,1136968213,1137016703,21.23,21.45,1021,78,17.24,40,10000.0,3.1,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1137110400,1137054656,1137103106,23.24,23.76,1020,82,20.0,0,10000.0,0.0,0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1137196800,1137141100,1137189508,24.29,24.65,1021,72,18.92,0,10000.0,2.6,170,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1137283200,1137227544,1137275908,22.7,23.06,1019,78,18.67,0,10000.0,3.1,170,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1137369600,1137313988,1137362307,23.35,23.62,1018,72,18.02,0,10000.0,2.1,160,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1137456000,1137400432,1137448704,22.82,22.49,1017,51,12.16,0,10000.0,2.6,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1137542400,1137486876,1137535101,20.65,20.86,1019,80,17.08,75,9000.0,5.1,180,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1137628800,1137573321,1137621495,21.18,21.49,1017,82,17.99,100,6000.0,3.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1137715200,1137659765,1137707889,22.18,22.7,1015,86,19.73,75,8000.0,0.0,0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1137801600,1137746210,1137794281,23.74,23.92,1017,67,17.25,0,10000.0,0.0,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1137888000,1137832654,1137880672,26.35,26.35,1017,60,17.97,40,10000.0,2.1,160,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",,
1137974400,1137919098,1137967061,23.53,24.11,1017,83,20.48,75,10000.0,5.1,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1138060800,1138005543,1138053449,22.07,22.29,1015,75,17.44,0,10000.0,0.0,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1138147200,1138091987,1138139835,23.38,23.71,1016,74,18.48,40,8000.0,4.1,70,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1138233600,1138178431,1138226221,22.93,23.55,1018,87,20.65,75,8000.0,0.0,0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,
1138320000,1138264875,1138312604,21.17,21.74,1020,92,19.82,75,10000.0,3.1,180,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1138406400,1138351319,1138398987,19.68,19.98,1020,87,17.46,100,9000.0,4.1,90,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1138492800,1138437762,1138485368,20.1,20.41,1017,86,17.69,100,9000.0,6.7,100,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,
1138579200,1138524205,1138571748,19.33,19.56,1015,86,16.93,75,7000.0,0.0,0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1138665600,1138610648,1138658127,20.73,21.23,1015,91,19.21,75,9000.0,0.0,0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1138752000,1138697091,1138744504,20.42,20.66,1018,82,17.25,40,10000.0,4.1,140,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1138838400,1138783533,1138830880,19.99,20.24,1018,84,17.21,75,8000.0,3.6,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1138924800,1138869975,1138917254,21.14,21.5,1018,84,18.33,75,8000.0,2.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1139011200,1138956417,1139003628,23.22,23.5,1016,73,18.11,0,10000.0,1.5,100,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1139097600,1139042858,1139090000,22.83,23.31,1016,82,19.6,40,4500.0,3.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1139184000,1139129299,1139176371,25.14,25.46,1014,67,18.58,40,10000.0,0.0,0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1139270400,1139215739,1139262741,24.56,25.19,1013,81,21.08,75,10000.0,5.1,230,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",,
1139356800,1139302179,1139349109,21.89,22.48,1012,90,20.18,75,10000.0,1.5,20,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1139443200,1139388619,1139435477,22.08,22.69,1016,90,20.36,75,10000.0,2.1,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1139529600,1139475058,1139521843,21.99,22.49,1016,86,19.54,75,10000.0,2.1,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1139616000,1139561496,1139608208,18.86,19.2,1017,92,17.53,100,6000.0,2.6,140,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.98},
1139702400,1139647934,1139694572,18.79,19.13,1017,92,17.46,100,9000.0,2.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1139788800,1139734372,1139780935,20.84,21.02,1016,78,16.86,75,10000.0,4.1,40,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.51},
1139875200,1139820809,1139867296,21.36,21.93,1017,91,19.83,75,8000.0,4.1,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1139961600,1139907245,1139953657,21.28,21.74,1018,87,19.03,75,8000.0,3.1,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1140048000,1139993682,1140040017,20.24,20.72,1018,92,18.9,100,3000.0,4.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,
1140134400,1140080117,1140126375,23.04,23.04,1016,63,15.62,0,10000.0,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1140220800,1140166552,1140212733,22.52,22.76,1016,74,17.66,0,10000.0,0.0,0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.62},
1140307200,1140252987,1140299090,21.8,22.33,1019,88,19.72,75,4500.0,2.6,180,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1140393600,1140339421,1140385445,21.16,21.66,1020,89,19.28,75,8000.0,3.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1140480000,1140425854,1140471800,22.39,22.93,1016,86,19.93,75,5000.0,3.1,190,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1140566400,1140512287,1140558154,19.7,19.81,1012,80,16.16,40,10000.0,4.1,340,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",,
1140652800,1140598720,1140644507,23.17,23.55,1011,77,18.92,100,5000.0,9.3,330,"[{'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}, {'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",,15.4
1140739200,1140685152,1140730859,23.53,23.74,1012,69,17.52,20,9000.0,0.0,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1140825600,1140771583,1140817210,23.03,23.32,1011,74,18.15,75,10000.0,2.6,320,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1140912000,1140858014,1140903561,23.73,24.17,1011,77,19.46,40,10000.0,4.6,340,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1140998400,1140944444,1140989910,21.39,21.75,1013,83,18.38,0,10000.0,3.1,180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1141084800,1141030874,1141076259,21.32,21.67,1017,83,18.32,40,10000.0,2.6,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1141171200,1141117304,1141162608,21.41,21.72,1018,81,18.02,40,10000.0,3.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1141257600,1141203733,1141248955,23.04,23.7,1017,88,20.94,0,4000.0,3.1,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1141344000,1141290161,1141335302,23.12,23.79,1017,88,21.02,20,6000.0,2.6,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1141430400,1141376590,1141421648,24.09,24.72,1017,83,21.02,75,3000.0,2.1,80,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1141516800,1141463017,1141507994,22.52,22.97,1016,82,19.29,75,6000.0,5.1,60,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}, {'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",,
1141603200,1141549445,1141594339,23.4,23.86,1015,79,19.55,40,10000.0,3.6,340,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1141689600,1141635871,1141680683,20.88,21.27,1014,86,18.45,0,10000.0,0.0,0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1141776000,1141722298,1141767028,21.94,22.41,1015,85,19.3,40,8000.0,0.0,0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1141862400,1141808724,1141853371,22.75,23.25,1014,83,19.71,0,7000.0,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1141948800,1141895150,1141939714,23.39,23.53,1013,67,16.92,0,10000.0,0.0,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1142035200,1141981575,1142026057,20.06,20.52,1015,92,18.72,100,2500.0,6.2,180,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.22},
1142121600,1142068000,1142112399,19.18,19.53,1019,91,17.68,75,7000.0,4.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1142208000,1142154425,1142198741,18.74,18.84,1019,83,15.8,75,10000.0,4.1,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1142294400,1142240849,1142285082,20.05,20.2,1018,80,16.5,75,10000.0,5.1,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1142380800,1142327273,1142371424,20.9,21.24,1018,84,18.1,40,8000.0,3.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1142467200,1142413697,1142457765,21.71,22.47,1015,97,21.21,94,,2.27,139,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,
1142553600,1142500121,1142544105,21.45,21.77,1017,81,18.05,75,10000.0,2.1,90,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",{'1h': 5.94},
1142640000,1142586544,1142630446,23.67,24.16,1017,79,19.81,0,10000.0,2.6,170,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1142726400,1142672967,1142716786,21.98,22.53,1017,88,19.9,20,6000.0,2.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
