dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,wind_speed,wind_deg,weather,rain,visibility,wind_gust
1518566400,1518512006,1518558499,18.74,18.81,1022,82,15.61,100,3.6,120,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 1.34},,
1518652800,1518598442,1518644860,18.71,18.91,1023,87,16.5,75,4.63,160,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.2},,
1518739200,1518684879,1518731220,19.69,19.86,1024,82,16.53,75,5.14,170,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,10000.0,
1518825600,1518771314,1518817578,18.71,18.65,1023,77,14.6,100,4.12,150,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,
1518912000,1518857749,1518903936,19.74,19.91,1018,82,16.58,75,3.6,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1518998400,1518944184,1518990293,20.71,20.85,1014,77,16.54,75,1.1,54,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1519084800,1519030618,1519076648,24.64,24.86,1013,65,17.63,0,2.6,340,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.12},10000.0,
1519171200,1519117051,1519163003,23.64,24.1,1010,78,19.58,0,3.6,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1519257600,1519203484,1519249357,24.67,24.97,1011,68,18.37,0,2.6,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1519344000,1519289917,1519335710,21.69,22.08,1014,83,18.68,100,5.14,160,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.14},,
1519430400,1519376349,1519422062,20.67,20.59,1018,69,14.79,100,5.14,160,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,
1519516800,1519462780,1519508414,20.67,20.8,1019,77,16.5,75,4.12,120,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1519603200,1519549211,1519594764,20.73,20.76,1018,73,15.72,75,4.63,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1519689600,1519635642,1519681114,20.67,21.22,1017,93,19.5,75,2.6,90,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 1.02},10000.0,
1519776000,1519722072,1519767463,21.78,22.13,1015,81,18.38,100,3.6,140,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,7000.0,
1519862400,1519808501,1519853811,22.75,22.96,1014,72,17.44,20,3.1,140,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,
1519948800,1519894930,1519940159,22.71,23.07,1018,78,18.68,40,3.1,110,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,
1520035200,1519981359,1520026506,21.74,22.27,1017,88,19.67,75,1.54,100,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 1.36},,
1520121600,1520067787,1520112852,21.77,22.01,1014,77,17.56,40,2.6,150,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,10000.0,
1520208000,1520154215,1520199198,22.56,23.04,1014,83,19.53,20,2.6,140,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,
1520294400,1520240642,1520285543,21.78,22.29,1012,87,19.52,0,2.6,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1520380800,1520327069,1520371888,22.69,23.18,1014,83,19.65,75,3.6,100,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,,
1520467200,1520413496,1520458232,22.67,23.16,1014,83,19.64,75,4.12,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1520553600,1520499922,1520544575,20.69,20.96,1016,82,17.51,75,5.7,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,
1520640000,1520586348,1520630918,20.71,20.85,1016,77,16.54,0,3.1,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1520726400,1520672773,1520717261,21.67,21.93,1014,78,17.67,75,2.5,107,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1520812800,1520759198,1520803603,23.77,24.08,1012,72,18.42,0,2.6,180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1520899200,1520845623,1520889945,22.85,23.46,1009,87,20.57,75,4.63,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1520985600,1520932047,1520976287,22.73,23.23,1016,83,19.69,0,2.1,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1521072000,1521018471,1521062628,20.66,20.95,1019,83,17.67,75,6.2,170,"[{'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",,,
1521158400,1521104895,1521148969,25.75,26.05,1016,64,18.43,40,3.6,310,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,10000.0,
1521244800,1521191319,1521235310,23.67,24.02,1016,74,18.76,75,1.54,50,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1521331200,1521277742,1521321650,21.77,22.01,1015,77,17.56,20,3.6,90,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,
1521417600,1521364166,1521407991,23.69,24.15,1013,78,19.63,0,2.1,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1521504000,1521450589,1521494331,22.77,23.35,1013,86,20.31,0,1.54,220,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1521590400,1521537011,1521580671,20.7,21.1,1015,87,18.46,0,2.6,10,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",{'1h': 5.64},10000.0,
1521676800,1521623434,1521667011,21.35,21.58,1013,78,17.36,100,3.6,150,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000.0,
1521763200,1521709857,1521753351,21.64,21.9,1017,78,17.64,100,4.12,100,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000.0,
1521849600,1521796279,1521839691,22.69,23.05,1017,78,18.66,0,3.6,170,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,
1521936000,1521882701,1521926031,24.71,25.12,1016,72,19.32,0,1.9,119,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1522022400,1521969124,1522012371,24.77,25.08,1016,68,18.47,0,2.6,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1522108800,1522055546,1522098711,21.67,21.93,1020,78,17.67,75,3.1,190,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1522195200,1522141968,1522185051,19.74,20.07,1020,88,17.7,75,1.54,280,"[{'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.1},,
1522281600,1522228390,1522271391,19.73,20.16,1020,92,18.39,20,2.1,230,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.42},,
1522368000,1522314812,1522357731,21.67,22.06,1018,83,18.66,75,3.1,150,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.11},,
1522454400,1522401234,1522444072,20.71,21.11,1017,87,18.47,0,1.03,180,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,10000.0,
1522540800,1522487656,1522530412,20.15,20.49,1013,87,17.92,40,3.1,130,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 1.18},10000.0,
1522627200,1522574078,1522616753,24.63,24.87,1013,66,17.86,75,4.12,330,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.77},10000.0,
1522713600,1522660500,1522703094,21.77,22.01,1013,77,17.56,0,4.12,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1522800000,1522746922,1522789436,20.73,21.0,1014,82,17.55,75,4.12,160,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",{'1h': 0.15},,
1522886400,1522833345,1522875778,20.71,20.85,1014,77,16.54,75,2.6,100,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1522972800,1522919767,1522962120,20.71,20.98,1015,82,17.53,40,2.6,130,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,
1523059200,1523006189,1523048462,20.71,20.82,1016,76,16.33,40,3.6,140,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,9999.0,
1523145600,1523092612,1523134805,20.74,20.88,1019,77,16.56,75,4.63,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1523232000,1523179035,1523221149,20.71,20.85,1020,77,16.54,20,4.12,120,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,
1523318400,1523265457,1523307492,20.69,20.83,1020,77,16.52,40,3.6,130,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,
1523404800,1523351880,1523393837,20.71,20.85,1021,77,16.54,75,4.63,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1523491200,1523438304,1523480182,20.69,20.72,1020,73,15.68,75,3.1,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1523577600,1523524727,1523566527,22.7,22.93,1020,73,17.61,0,3.1,120,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1523664000,1523611150,1523652873,22.62,22.74,1022,69,16.65,0,6.2,180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1523750400,1523697574,1523739219,20.69,20.72,1025,73,15.68,75,5.7,150,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.14},10000.0,
1523836800,1523783998,1523825566,18.7,18.77,1025,82,15.57,75,3.1,130,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.2},,
1523923200,1523870422,1523911914,17.67,17.53,1026,78,13.79,20,5.14,130,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,
1524009600,1523956846,1523998262,17.67,17.48,1026,76,13.39,0,4.12,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1524096000,1524043271,1524084611,18.66,18.23,1025,63,11.48,0,2.6,90,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1524182400,1524129695,1524170961,19.66,19.14,1023,56,10.65,0,1.54,110,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1524268800,1524216120,1524257311,16.84,16.09,1021,58,8.54,0,1.54,120,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1524355200,1524302546,1524343662,18.69,18.49,1020,72,13.55,75,3.6,110,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1524441600,1524388971,1524430014,18.71,18.67,1021,78,14.8,40,2.6,140,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,
1524528000,1524475397,1524516367,19.7,19.76,1023,78,15.76,40,3.6,90,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,
1524614400,1524561822,1524602720,20.7,20.63,1023,69,14.81,75,3.1,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1524700800,1524648248,1524689074,20.71,20.85,1022,77,16.54,75,4.12,150,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,,
1524787200,1524734675,1524775429,20.7,20.86,1021,78,16.73,40,3.1,90,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,
1524873600,1524821101,1524861785,21.64,21.9,1021,78,17.64,20,3.6,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,
1524960000,1524907528,1524948142,21.15,21.38,1018,79,17.37,100,4.63,160,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,
1525046400,1524993955,1525034500,20.71,20.98,1020,82,17.53,0,3.1,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1525132800,1525080382,1525120858,20.82,20.58,1020,62,13.28,0,1.54,130,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1525219200,1525166809,1525207218,20.7,20.73,1022,73,15.69,75,3.6,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,
1525305600,1525253237,1525293578,19.86,19.89,1021,76,15.51,75,3.6,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,9999.0,
1525392000,1525339665,1525379939,21.71,21.97,1020,78,17.71,0,3.6,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1525478400,1525426093,1525466302,22.67,22.87,1020,72,17.37,0,1.54,120,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1525564800,1525512521,1525552665,20.69,20.83,1022,77,16.52,0,3.1,90,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,
1525651200,1525598949,1525639029,19.71,19.75,1024,77,15.57,75,4.12,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1525737600,1525685377,1525725394,18.71,18.65,1024,77,14.6,75,4.63,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1525824000,1525771806,1525811760,18.69,18.52,1025,73,13.76,75,5.14,120,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1525910400,1525858234,1525898128,17.73,17.7,1023,82,14.62,75,3.1,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1525996800,1525944663,1525984496,17.87,17.54,1020,70,12.33,0,1.54,130,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1526083200,1526031092,1526070865,22.66,22.37,1015,53,12.6,0,3.1,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1526169600,1526117520,1526157235,18.69,18.65,1019,78,14.78,75,3.1,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1526256000,1526203949,1526243607,17.69,17.53,1022,77,13.61,75,5.14,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,
1526342400,1526290378,1526329979,18.69,18.76,1021,82,15.56,75,3.1,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,
1526428800,1526376807,1526416353,20.15,20.05,1016,70,14.51,0,2.6,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1526515200,1526463236,1526502727,19.69,19.86,1019,82,16.53,75,4.63,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1526601600,1526549665,1526589103,18.71,18.78,1020,82,15.58,75,5.14,110,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1526688000,1526636094,1526675479,20.87,21.0,1011,76,16.49,75,2.6,40,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1526774400,1526722522,1526761857,17.69,17.39,1013,72,12.58,20,6.2,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,
1526860800,1526808951,1526848236,12.74,11.66,1017,61,5.42,0,3.1,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1526947200,1526895380,1526934616,13.71,13.25,1021,81,10.51,0,1.54,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,
1527033600,1526981808,1527020997,14.74,14.41,1021,82,11.7,0,0.51,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,,
1527120000,1527068236,1527107379,15.69,15.33,1026,77,11.67,75,4.12,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,
1527206400,1527154664,1527193763,16.69,16.43,1026,77,12.64,75,4.12,90,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1527292800,1527241092,1527280147,17.66,17.49,1024,77,13.58,100,3.1,120,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,
1527379200,1527327520,1527366532,16.73,16.47,1025,77,12.68,75,3.6,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,
1527465600,1527413947,1527452919,15.82,15.57,1025,81,12.57,75,2.8,105,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,9999.0,5.7
1527552000,1527500374,1527539307,15.74,15.38,1026,77,11.72,20,2.6,100,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,
1527638400,1527586801,1527625695,16.74,16.25,1025,68,10.81,0,2.6,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1527724800,1527673227,1527712085,17.66,17.13,1023,63,10.54,0,1.54,90,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1527811200,1527759653,1527798476,19.69,19.49,1018,68,13.62,0,2.6,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1527897600,1527846079,1527884868,17.84,16.99,1018,50,7.29,0,1.03,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1527984000,1527932504,1527971262,20.78,20.53,1020,62,13.24,0,1.54,220,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1528070400,1528018929,1528057656,13.73,13.3,1028,82,10.72,75,5.14,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1528156800,1528105354,1528144051,14.7,14.37,1024,82,11.66,75,3.1,90,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1528243200,1528191778,1528230447,16.67,16.43,1017,78,12.82,0,5.7,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,
1528329600,1528278201,1528316845,15.73,15.5,1018,82,12.67,100,3.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,,
1528416000,1528364624,1528403243,19.71,19.62,1018,72,14.52,0,3.6,290,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 1.46},10000.0,
1528502400,1528451046,1528489643,14.66,14.32,1023,82,11.62,75,3.1,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,500.0,
1528588800,1528537468,1528576043,15.71,15.48,1022,82,12.65,0,2.1,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,
1528675200,1528623889,1528662445,17.84,18.06,1020,91,16.35,0,2.1,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1528761600,1528710309,1528748847,19.92,19.93,1018,75,15.36,0,2.1,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1528848000,1528796729,1528835251,23.74,23.66,1018,57,14.72,20,5.14,260,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",,10000.0,
1528934400,1528883148,1528921655,20.73,21.0,1021,82,17.55,100,3.1,200,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 3.04},,
1529020800,1528969566,1529008061,13.69,13.26,1025,82,10.68,100,4.63,120,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.11},,
1529107200,1529055984,1529094467,14.67,14.33,1027,82,11.63,100,4.12,180,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000.0,
1529193600,1529142401,1529180874,13.71,13.28,1028,82,10.7,75,4.12,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,
1529280000,1529228817,1529267283,14.7,14.37,1029,82,11.66,100,3.6,170,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,
1529366400,1529315232,1529353692,16.67,16.43,1028,78,12.82,75,4.12,150,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.19},,
1529452800,1529401646,1529440102,16.73,16.6,1027,82,13.64,75,2.6,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,
1529539200,1529488060,1529526513,17.82,17.51,1024,71,12.5,0,2.1,200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1529625600,1529574473,1529612924,17.0,16.53,1022,68,11.06,0,1.54,260,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1529712000,1529660885,1529699337,16.84,16.41,1022,70,11.34,0,1.54,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1529798400,1529747295,1529785750,20.74,20.51,1020,63,13.45,0,1.54,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1529884800,1529833705,1529872165,17.7,17.67,1021,82,14.59,20,3.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,,
1529971200,1529920114,1529958579,17.06,16.26,1018,55,7.96,0,1.54,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1530057600,1530006522,1530044995,15.7,15.08,1019,67,9.6,0,1.54,210,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1530144000,1530092930,1530131411,18.64,18.47,1022,73,13.71,0,2.1,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,
1530230400,1530179336,1530217828,19.67,19.36,1021,64,12.68,0,2.1,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,
1530316800,1530265741,1530304246,16.02,15.37,1019,65,9.45,0,1.54,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1530403200,1530352145,1530390665,18.77,18.45,1019,67,12.52,0,1.54,190,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1530489600,1530438548,1530477084,17.87,17.51,1018,69,12.11,0,1.54,110,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,
1530576000,1530524950,1530563503,18.33,17.63,1018,54,8.87,0,1.54,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1530662400,1530611351,1530649923,16.7,16.44,1022,77,12.65,100,5.7,170,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000.0,
1530748800,1530697751,1530736344,15.7,15.62,1021,88,13.72,0,2.1,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,,
1530835200,1530784149,1530822765,17.7,17.41,1021,72,12.59,0,1.03,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1530921600,1530870547,1530909187,16.95,16.32,1021,62,9.63,0,2.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,,
1531008000,1530956944,1530995609,16.02,15.35,1019,64,9.22,0,1.5,328,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1531094400,1531043339,1531082032,17.03,16.33,1019,59,8.97,0,1.0,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,
1531180800,1531129733,1531168455,15.69,15.33,1022,77,11.67,75,2.6,140,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.87},10000.0,
1531267200,1531216127,1531254879,10.71,9.69,1025,71,5.67,75,4.63,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,
1531353600,1531302519,1531341302,10.71,9.82,1026,76,6.66,20,3.6,170,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,
