dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain
1595721600,1595670277,1595709675,17.6,17.61,1023,84,14.87,100,10000,6.7,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1595808000,1595756652,1595796101,16.93,16.9,1024,85,14.39,100,10000,3.13,79,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",4.47,
1595894400,1595843025,1595882527,18.7,18.27,1021,63,11.52,0,10000,1.0,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1595980800,1595929398,1595968954,19.7,19.27,1020,59,11.47,0,10000,1.0,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1596067200,1596015769,1596055380,14.7,14.37,1026,82,11.66,100,8000,5.7,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1596153600,1596102139,1596141807,14.7,14.37,1028,82,11.66,100,8000,5.7,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1596240000,1596188508,1596228233,15.7,15.34,1028,77,11.68,75,8000,4.1,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1596326400,1596274876,1596314659,15.7,15.34,1026,77,11.68,75,6000,3.6,90,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1596412800,1596361243,1596401085,16.7,16.31,1029,72,11.63,75,8000,3.6,120,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1596499200,1596447609,1596487511,16.7,16.44,1029,77,12.65,0,8000,3.6,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1596585600,1596533974,1596573937,14.7,14.37,1029,82,11.66,0,10000,2.6,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1596672000,1596620338,1596660362,15.21,15.06,1027,87,13.06,75,8000,2.6,100,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1596758400,1596706701,1596746788,15.7,15.34,1027,77,11.68,0,10000,2.6,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1596844800,1596793062,1596833213,15.55,15.38,1026,85,13.04,100,8000,2.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1596931200,1596879423,1596919638,17.7,17.41,1026,72,12.59,0,10000,2.6,110,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1597017600,1596965783,1597006063,17.7,17.54,1022,77,13.62,0,10000,1.0,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1597104000,1597052142,1597092487,18.7,17.98,1019,52,8.66,0,10000,2.1,80,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1597190400,1597138500,1597178912,17.7,17.07,1018,59,9.6,0,10000,1.0,140,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1597276800,1597224857,1597265336,17.7,17.54,1017,77,13.62,0,7000,3.6,110,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1597363200,1597311213,1597351760,21.7,21.49,1016,60,13.6,0,10000,2.1,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1597449600,1597397568,1597438184,23.7,23.8,1014,64,16.49,0,10000,3.6,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1597536000,1597483923,1597524607,18.08,18.06,1015,81,14.77,40,10000,3.6,100,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1597622400,1597570276,1597611030,18.18,18.22,1017,83,15.25,0,10000,1.34,196,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",1.34,{'1h': 0.65}
1597708800,1597656629,1597697453,16.57,16.61,984,89,14.75,100,9000,2.6,350,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",,{'1h': 1.02}
1597795200,1597742980,1597783876,16.7,16.72,1016,88,14.7,40,10000,3.6,100,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1597881600,1597829331,1597870298,16.7,16.57,1019,82,13.62,100,8000,3.6,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1597968000,1597915681,1597956720,12.7,12.3,1022,87,10.59,75,10000,8.05,147,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",9.39,{'1h': 0.92}
1598054400,1598002031,1598043142,9.7,6.8,1024,82,6.78,100,5000,6.2,190,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,{'1h': 0.29}
1598140800,1598088379,1598129564,10.7,9.94,1024,81,7.58,75,8000,4.6,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1598227200,1598174727,1598215985,12.7,12.17,1023,82,9.71,75,10000,4.6,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1598313600,1598261074,1598302407,13.7,13.01,1021,72,8.75,20,10000,5.1,90,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,
1598400000,1598347421,1598388828,12.7,11.88,1020,71,7.58,0,10000,3.6,110,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1598486400,1598433767,1598475248,14.7,14.24,1019,77,10.71,0,10000,2.6,130,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1598572800,1598520112,1598561669,16.7,16.57,1019,82,13.62,0,10000,1.0,220,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1598659200,1598606456,1598648089,19.7,19.29,1019,60,11.73,0,10000,2.1,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1598745600,1598692800,1598734509,20.7,20.29,1017,56,11.62,0,10000,1.0,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1598832000,1598779144,1598820929,20.69,20.75,1019,74,15.89,0,10000,5.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1598918400,1598865486,1598907349,19.7,19.63,1024,73,14.73,100,10000,5.1,130,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.14}
1599004800,1598951829,1598993768,17.7,17.54,1024,77,13.62,75,8000,5.7,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1599091200,1599038171,1599080187,19.7,19.74,1019,77,15.56,75,10000,3.1,90,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1599177600,1599124512,1599166606,19.7,19.16,1018,55,10.42,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1599264000,1599210853,1599253025,17.7,17.54,1021,77,13.62,75,7000,4.1,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1599350400,1599297193,1599339444,18.7,18.77,1019,82,15.57,0,4000,2.6,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1599436800,1599383533,1599425863,20.7,20.84,1018,77,16.53,0,10000,6.2,190,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1599523200,1599469873,1599512282,18.47,18.57,1019,84,15.72,100,10000,3.6,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1599609600,1599556212,1599598700,17.7,17.82,1018,88,15.69,100,2500,4.1,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1599696000,1599642551,1599685118,19.7,19.87,1020,82,16.54,100,2500,3.1,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1599782400,1599728890,1599771537,25.7,25.66,1018,51,14.81,0,8000,6.7,200,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1599868800,1599815228,1599857955,23.7,23.38,1018,48,12.05,0,9000,1.5,180,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1599955200,1599901566,1599944373,26.7,26.74,1019,42,12.74,0,10000,1.5,120,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1600041600,1599987904,1600030791,25.62,25.05,1018,31,7.25,0,10000,2.1,110,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1600128000,1600074242,1600117210,19.7,19.74,1023,77,15.56,100,7000,8.49,151,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",8.94,
1600214400,1600160579,1600203628,17.7,17.54,1022,77,13.62,100,10000,4.1,110,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,
1600300800,1600246917,1600290046,19.7,19.87,1019,82,16.54,0,7000,2.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1600387200,1600333254,1600376464,19.7,19.61,1018,72,14.52,75,8000,4.6,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1600473600,1600419591,1600462883,20.7,20.6,1015,68,14.59,0,10000,1.5,220,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1600560000,1600505929,1600549301,23.7,23.43,1017,50,12.67,0,10000,3.6,150,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1600646400,1600592266,1600635719,15.7,15.47,1019,82,12.64,100,8000,4.6,200,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,
1600732800,1600678603,1600722138,14.7,14.37,1021,82,11.66,100,10000,6.2,150,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.16}
1600819200,1600764941,1600808557,14.7,14.37,1024,82,11.66,100,10000,4.6,100,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,
1600905600,1600851278,1600894976,17.7,17.67,1024,82,14.59,100,6000,4.6,100,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1600992000,1600937615,1600981395,17.7,17.54,1021,77,13.62,40,7000,3.1,110,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1601078400,1601023953,1601067814,21.69,21.22,1019,50,10.83,0,10000,1.5,130,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1601164800,1601110291,1601154233,24.7,24.37,1015,44,11.64,0,10000,3.1,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1601251200,1601196629,1601240653,28.73,27.6,1014,29,8.95,0,10000,1.0,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1601337600,1601282967,1601327073,22.7,22.7,1017,64,15.55,0,10000,3.1,120,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1601424000,1601369306,1601413493,20.7,20.99,1020,83,17.71,100,5000,4.1,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1601510400,1601455645,1601499914,22.07,22.5,1018,83,19.05,40,10000,5.7,130,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1601596800,1601541984,1601586335,30.58,29.58,1015,33,12.49,0,10000,2.1,70,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1601683200,1601628323,1601672756,30.2,29.38,1016,35,13.06,0,10000,2.1,170,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1601769600,1601714663,1601759177,20.56,21.0,985,89,18.68,100,2500,5.1,160,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",0.0,{'1h': 0.3}
1601856000,1601801003,1601845599,18.31,18.47,984,87,16.11,100,9000,5.1,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1601942400,1601887344,1601932021,21.96,22.38,1014,83,18.94,0,10000,1.0,0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1602028800,1601973685,1602018443,20.03,20.26,1020,83,17.06,100,10000,4.1,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1602115200,1602060027,1602104866,27.75,28.43,1016,53,17.3,0,10000,1.5,50,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1602201600,1602146369,1602191290,20.26,20.48,1015,82,17.09,75,10000,2.6,90,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1602288000,1602232712,1602277713,18.55,18.86,1015,92,17.23,75,5000,2.6,190,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",,{'1h': 1.02}
1602374400,1602319055,1602364138,15.47,15.08,1017,77,11.46,0,10000,4.6,130,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1602460800,1602405399,1602450562,16.53,16.3,1020,79,12.88,100,10000,5.36,81,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",6.26,
1602547200,1602491744,1602536987,17.23,17.33,1020,89,15.4,0,10000,2.1,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1602633600,1602578089,1602623413,24.29,23.79,1017,39,9.47,0,10000,1.0,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1602720000,1602664435,1602709839,19.4,19.59,1015,84,16.63,75,10000,4.1,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1602806400,1602750782,1602796265,15.94,15.97,1022,91,14.47,75,8000,7.7,170,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.32}
1602892800,1602837129,1602882692,15.21,15.06,1023,87,13.06,75,10000,5.1,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1602979200,1602923477,1602969120,16.02,15.82,986,82,12.95,100,10000,5.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1603065600,1603009826,1603055548,18.08,18.06,1017,81,14.77,75,10000,4.1,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1603152000,1603096176,1603141977,19.22,19.47,1019,87,17.0,40,5000,3.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1603238400,1603182527,1603228406,20.32,20.65,1020,86,17.9,75,7000,1.0,80,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1603324800,1603268879,1603314835,19.4,19.48,1021,80,15.86,100,7000,5.7,130,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,
1603411200,1603355231,1603401265,18.26,18.23,1023,80,14.75,75,10000,5.7,130,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1603497600,1603441585,1603487696,18.26,18.2,1019,79,14.56,75,10000,4.1,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1603584000,1603527939,1603574127,20.17,20.38,1016,82,17.0,75,10000,1.0,40,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.41}
1603670400,1603614294,1603660559,18.11,18.2,1015,85,15.55,20,10000,4.1,170,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,
1603756800,1603700651,1603746992,19.7,19.87,1011,82,16.54,40,8000,3.6,100,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1603843200,1603787008,1603833425,23.7,23.8,1007,64,16.49,0,10000,1.5,130,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1603929600,1603873367,1603919858,22.69,22.06,1010,40,8.41,0,10000,3.1,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",0.0,
1604016000,1603959726,1604006292,19.14,19.49,1018,91,17.64,100,10000,5.7,160,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.22}
1604102400,1604046087,1604092727,15.7,15.6,1021,87,13.54,75,5000,5.1,130,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.71}
1604188800,1604132449,1604179162,15.7,15.47,1020,82,12.64,75,10000,5.1,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1604275200,1604218811,1604265597,13.7,13.27,1019,82,10.69,75,10000,4.47,150,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",4.92,
1604361600,1604305176,1604352033,14.7,13.84,1018,62,7.5,40,10000,5.1,150,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1604448000,1604391541,1604438470,15.7,15.21,1017,72,10.67,20,10000,3.6,130,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,
1604534400,1604477907,1604524907,15.17,14.96,1020,85,12.67,75,10000,6.2,180,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1604620800,1604564275,1604611344,15.7,15.47,1017,82,12.64,75,10000,4.1,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1604707200,1604650644,1604697782,16.7,16.18,1020,67,10.55,75,10000,4.6,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1604793600,1604737014,1604784221,16.7,16.57,1021,82,13.62,0,10000,3.1,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1604880000,1604823385,1604870660,19.7,19.5,1019,68,13.63,0,10000,3.1,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1604966400,1604909758,1604957099,20.7,20.84,1017,77,16.53,75,10000,5.7,100,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1605052800,1604996132,1605043539,21.05,21.35,1019,82,17.86,75,10000,2.1,120,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1605139200,1605082507,1605129979,19.7,20.02,1016,88,17.66,75,5000,3.58,70,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",5.81,{'1h': 0.56}
1605225600,1605168883,1605216419,20.7,20.99,1015,83,17.71,40,6000,2.6,100,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1605312000,1605255261,1605302860,20.41,20.75,1014,86,17.99,75,7000,4.47,71,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",4.92,
1605398400,1605341640,1605389301,21.7,22.09,1015,83,18.69,75,6000,2.6,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1605484800,1605428021,1605475742,25.7,25.81,1013,57,16.55,0,10000,4.6,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1605571200,1605514403,1605562184,26.7,27.53,1010,57,17.48,0,10000,3.1,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1605657600,1605600786,1605648625,18.11,18.22,1015,86,15.73,100,7000,9.83,144,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",10.73,
1605744000,1605687171,1605735067,16.7,16.72,1012,88,14.7,75,7000,4.47,78,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",7.6,{'1h': 0.51}
1605830400,1605773557,1605821510,14.7,14.37,1016,82,11.66,75,10000,5.7,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1605916800,1605859944,1605907952,16.7,16.31,1018,72,11.63,75,10000,4.6,120,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1606003200,1605946333,1605994394,17.7,17.41,1019,72,12.59,75,10000,6.2,80,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1606089600,1606032723,1606080837,18.7,18.51,1021,72,13.55,20,10000,4.6,90,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,
1606176000,1606119115,1606167279,19.7,19.61,1022,72,14.52,75,8000,5.7,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1606262400,1606205508,1606253722,20.7,20.73,1022,73,15.69,40,8000,4.6,100,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1606348800,1606291902,1606340165,23.7,23.61,1018,57,14.68,0,10000,3.6,110,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1606435200,1606378298,1606426607,20.7,20.84,1018,77,16.53,40,10000,1.5,140,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1606521600,1606464695,1606513050,21.7,21.83,1021,73,16.65,40,10000,5.1,150,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1606608000,1606551094,1606599492,22.7,22.83,1021,69,16.72,0,10000,4.6,150,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1606694400,1606637494,1606685934,23.7,23.93,1018,69,17.68,40,10000,3.1,80,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1606780800,1606723896,1606772376,21.7,22.22,1018,88,19.63,100,10000,1.5,150,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.44}
1606867200,1606810299,1606858818,20.7,21.12,1017,88,18.64,100,10000,4.1,160,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,
1606953600,1606896703,1606945259,21.7,22.09,1014,83,18.69,0,10000,2.6,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1607040000,1606983109,1607031701,23.7,23.93,1015,69,17.68,0,10000,5.7,320,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1607126400,1607069516,1607118142,22.7,22.93,1019,73,17.61,75,8000,3.6,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1607212800,1607155924,1607204582,20.7,20.84,1019,77,16.53,75,10000,4.6,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1607299200,1607242334,1607291022,19.7,20.02,1017,88,17.66,100,10000,4.1,90,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",,{'1h': 5.84}
1607385600,1607328745,1607377462,20.7,21.12,1016,88,18.64,75,10000,1.5,140,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",0.0,{'1h': 2.79}
