dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather,rain
1009843200,1009786965,1009835782,21.84,22.09,1010,77,17.63,40,10000.0,0.0,0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1009929600,1009873403,1009922200,20.75,20.94,1010,79,16.98,40,10000.0,2.1,290,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1010016000,1009959842,1010008616,21.54,21.34,1011,61,13.71,20,10000.0,0.0,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",
1010102400,1010046281,1010095031,21.3,21.44,1013,75,16.69,75,9000.0,2.6,130,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1010188800,1010132721,1010181444,20.59,20.69,1015,76,16.21,20,7000.0,5.1,150,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1010275200,1010219161,1010267857,21.54,21.84,1017,80,17.94,100,8000.0,3.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1010361600,1010305602,1010354268,23.36,23.66,1014,73,18.25,40,10000.0,2.6,60,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1010448000,1010392044,1010440677,21.74,21.75,1015,68,15.58,40,10000.0,0.0,0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1010534400,1010478486,1010527086,20.65,20.91,1020,82,17.47,100,8000.0,4.1,360,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.16}
1010620800,1010564928,1010613493,21.02,21.08,1022,73,16.0,75,10000.0,2.6,60,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.32}
1010707200,1010651371,1010699899,20.35,20.48,1022,78,16.39,75,7000.0,4.1,120,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1010793600,1010737814,1010786303,21.18,21.21,1020,71,15.72,40,9000.0,4.1,60,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1010880000,1010824257,1010872706,20.03,20.49,1019,92,18.69,75,4000.0,2.1,110,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1010966400,1010910701,1010959108,21.06,21.6,1014,91,19.53,100,10000.0,2.1,20,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1011052800,1010997145,1011045508,20.68,21.13,1010,89,18.8,20,10000.0,0.0,0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1011139200,1011083589,1011131907,19.68,20.08,1011,91,18.17,75,8000.0,6.2,180,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.91}
1011225600,1011170033,1011218304,16.5,16.4,1015,84,13.79,75,7000.0,5.1,180,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1011312000,1011256477,1011304701,16.69,16.53,1018,81,13.42,20,10000.0,5.7,140,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",
1011398400,1011342922,1011391095,17.39,17.22,1019,78,13.52,100,10000.0,5.7,130,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1011484800,1011429366,1011477489,18.37,18.69,1019,93,17.22,100,3000.0,2.18,138,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",
1011571200,1011515811,1011563881,20.66,20.92,1021,82,17.48,75,8000.0,0.0,0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1011657600,1011602255,1011650271,23.91,24.34,1020,76,19.42,20,6000.0,0.0,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1011744000,1011688700,1011736661,23.38,23.71,1019,74,18.48,75,10000.0,5.1,120,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",
1011830400,1011775144,1011823049,21.38,21.82,1015,86,18.94,75,10000.0,2.1,210,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.71}
1011916800,1011861588,1011909435,21.49,21.94,1017,86,19.05,20,7000.0,1.0,60,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1012003200,1011948032,1011995820,21.06,21.49,1016,87,18.81,75,10000.0,2.1,360,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1012089600,1012034476,1012082204,23.51,23.43,1016,58,14.78,40,10000.0,2.1,330,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1012176000,1012120920,1012168587,24.49,24.61,1015,62,16.74,40,10000.0,0.0,0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1012262400,1012207363,1012254968,21.2,21.83,1014,94,20.2,75,10000.0,7.2,70,"[{'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",
1012348800,1012293807,1012341348,22.63,22.93,1016,76,18.19,75,10000.0,4.1,120,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1012435200,1012380249,1012427726,22.72,23.03,1016,76,18.27,75,5000.0,3.1,140,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1012521600,1012466692,1012514103,23.93,24.26,1014,72,18.58,75,10000.0,0.0,0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",
1012608000,1012553134,1012600479,21.87,22.18,1015,79,18.07,100,10000.0,0.0,0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",
1012694400,1012639576,1012686854,19.34,19.58,1017,86,16.94,75,10000.0,6.2,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1012780800,1012726018,1012773227,17.29,17.03,1017,75,12.82,75,10000.0,5.1,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
