dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain
1385683200,1385626294,1385674684,24.7,24.82,1013,61,16.68,0,10000.0,3.1,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1385769600,1385712694,1385761126,20.7,21.12,1018,88,18.64,100,,5.14,150,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,
1385856000,1385799096,1385847568,20.7,21.12,1019,88,18.64,100,,5.14,150,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.31}
1385942400,1385885498,1385934010,21.7,21.96,1017,78,17.7,75,10000.0,3.6,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1386028800,1385971902,1386020451,23.7,24.16,1013,78,19.64,75,,2.1,20,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1386115200,1386058308,1386106892,23.7,24.03,1015,73,18.58,0,10000.0,3.1,110,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1386201600,1386144714,1386193333,25.7,26.02,1013,65,18.63,0,10000.0,1.03,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1386288000,1386231123,1386279774,19.7,19.87,1016,82,16.54,75,,2.1,20,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,
1386374400,1386317532,1386366214,20.7,20.73,1015,73,15.69,75,10000.0,5.7,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1386460800,1386403943,1386452654,20.7,20.86,1017,78,16.73,75,,3.6,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1386547200,1386490355,1386539093,22.7,23.06,1016,78,18.67,75,10000.0,3.1,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1386633600,1386576769,1386625532,26.7,27.77,1013,61,18.56,20,10000.0,1.54,40,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.67}
1386720000,1386663184,1386711970,21.7,22.09,1014,83,18.69,75,,5.14,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1386806400,1386749600,1386798407,18.7,18.92,1016,88,16.67,100,,5.14,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1386892800,1386836017,1386884844,18.7,18.64,1016,77,14.59,75,10000.0,5.7,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1386979200,1386922436,1386971280,19.7,19.63,1015,73,14.73,75,,3.6,190,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1387065600,1387008856,1387057716,20.7,20.84,1016,77,16.53,0,,3.6,140,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1387152000,1387095277,1387144151,20.7,20.73,1015,73,15.69,20,10000.0,5.14,170,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,
1387238400,1387181700,1387230585,19.7,19.5,1014,68,13.63,40,10000.0,5.7,140,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1387324800,1387268123,1387317018,19.7,19.5,1013,68,13.63,40,10000.0,5.14,170,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1387411200,1387354548,1387403450,19.7,19.74,1014,77,15.56,40,10000.0,6.2,190,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1387497600,1387440974,1387489882,20.7,20.86,1012,78,16.73,75,10000.0,5.14,120,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",10.29,
1387584000,1387527401,1387576312,20.7,20.86,1013,78,16.73,75,10000.0,5.7,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1387670400,1387613829,1387662742,20.7,20.86,1012,78,16.73,40,10000.0,4.12,160,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1387756800,1387700258,1387749171,20.7,20.86,1013,78,16.73,75,10000.0,7.2,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1387843200,1387786688,1387835598,20.7,20.86,1013,78,16.73,75,,5.14,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1387929600,1387873119,1387922025,22.7,23.06,1013,78,18.67,75,10000.0,3.6,180,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1388016000,1387959551,1388008451,21.7,22.38,1015,94,20.69,0,10000.0,1.03,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1388102400,1388045984,1388094875,25.7,25.84,1015,58,16.82,0,10000.0,3.1,120,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1388188800,1388132418,1388181299,26.7,26.52,1014,37,10.82,0,10000.0,3.1,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1388275200,1388218853,1388267721,22.69,23.1,1016,80,19.06,75,,2.1,80,"[{'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.27}
1388361600,1388305289,1388354142,23.7,24.16,1014,78,19.64,75,10000.0,3.6,40,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.54}
1388448000,1388391725,1388440562,24.7,25.13,1014,73,19.54,0,10000.0,4.12,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
