dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather,rain
1264896000,1264841047,1264888527,22.16,22.6,1019,83,19.14,0,10000,1.5,290,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1264982400,1264927490,1264974904,22.18,22.54,1020,80,18.57,75,10000,2.6,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1265068800,1265013932,1265061280,22.68,23.04,1018,78,18.65,75,10000,0.0,0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1265155200,1265100374,1265147655,23.21,23.49,1018,73,18.1,0,10000,1.5,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1265241600,1265186816,1265234029,23.36,24.08,1017,89,21.44,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1265328000,1265273257,1265320401,23.47,23.94,1016,79,19.62,0,10000,2.1,120,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.45}
1265414400,1265359698,1265406772,23.88,24.39,1016,79,20.02,40,6000,0.0,0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1265500800,1265446138,1265493142,22.93,23.16,1016,72,17.62,0,10000,2.1,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1265587200,1265532578,1265579510,24.9,25.27,1016,70,19.05,0,10000,1.0,310,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1265673600,1265619017,1265665877,26.53,26.53,1013,50,15.27,0,10000,1.0,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1265760000,1265705456,1265752244,22.34,22.41,1013,68,16.15,0,10000,3.6,100,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1265846400,1265791895,1265838609,21.62,21.95,1015,81,18.22,0,10000,4.1,120,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1265932800,1265878333,1265924973,21.7,22.3,1018,91,20.17,75,6000,1.0,220,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}, {'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",
1266019200,1265964771,1266011336,23.76,24.33,1019,82,20.5,75,10000,2.1,190,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1266105600,1266051208,1266097697,24.44,24.98,1018,78,20.35,0,10000,2.1,170,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1266192000,1266137644,1266184058,25.65,25.68,1015,54,15.66,0,10000,3.6,130,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1266278400,1266224081,1266270418,26.41,26.41,1014,64,19.05,40,10000,2.6,130,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1266364800,1266310516,1266356776,25.31,25.41,1015,58,16.46,0,10000,3.6,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1266451200,1266396951,1266443134,21.08,21.54,1018,88,19.02,75,8000,1.0,60,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.6}
1266537600,1266483386,1266529491,21.62,22.08,1020,86,19.18,75,10000,2.6,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1266624000,1266569820,1266615846,21.66,22.05,1021,83,18.65,40,10000,4.1,80,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1266710400,1266656253,1266702201,23.92,24.09,1019,66,17.18,0,10000,2.1,90,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1266796800,1266742686,1266788555,24.9,25.3,1016,71,19.28,40,10000,2.6,90,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1266883200,1266829119,1266874908,23.7,24.35,1015,85,21.03,75,10000,1.5,150,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",
1266969600,1266915551,1266961260,24.98,25.41,1015,72,19.58,40,10000,2.1,80,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",
1267056000,1267001982,1267047611,23.25,23.72,1016,80,19.61,75,10000,4.6,150,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 1.03}
1267142400,1267088413,1267133962,18.62,18.89,1019,90,16.95,100,5000,7.7,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1267228800,1267174844,1267220312,18.92,18.93,1019,79,15.2,75,6000,7.2,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1267315200,1267261274,1267306661,20.03,20.07,1019,76,15.67,75,10000,4.6,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1267401600,1267347703,1267393009,19.19,19.59,1018,93,18.03,100,4000,2.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 2.03}
1267488000,1267434132,1267479356,18.25,18.35,1019,85,15.69,75,10000,4.1,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1267574400,1267520561,1267565703,18.42,18.48,1017,83,15.48,100,8000,4.6,140,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",
1267660800,1267606989,1267652050,19.55,19.91,1017,90,17.87,100,5000,3.6,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1267747200,1267693416,1267738395,20.78,21.21,1018,88,18.72,100,7000,4.6,140,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",
1267833600,1267779844,1267824740,20.64,20.9,1014,82,17.46,75,8000,4.1,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1267920000,1267866271,1267911085,17.65,17.69,1014,85,15.1,75,8000,2.1,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1268006400,1267952697,1267997429,19.77,19.92,1011,81,16.42,75,10000,2.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1268092800,1268039123,1268083772,21.41,21.72,1014,81,18.02,75,8000,1.0,180,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1268179200,1268125549,1268170116,22.88,22.79,1013,60,14.71,0,10000,1.0,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1268265600,1268211974,1268256458,24.63,24.4,1011,48,12.9,0,10000,2.6,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1268352000,1268298399,1268342800,24.6,24.71,1011,61,16.59,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1268438400,1268384824,1268429142,23.74,24.34,1014,83,20.68,0,10000,3.1,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1268524800,1268471249,1268515484,25.06,25.11,1014,57,15.95,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1268611200,1268557673,1268601825,20.99,21.49,1017,90,19.29,0,10000,1.0,270,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1268697600,1268644097,1268688166,22.71,22.94,1018,73,17.62,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1268784000,1268730520,1268774507,20.87,21.08,1022,79,17.09,40,10000,5.1,130,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.14}
1268870400,1268816944,1268860847,19.37,19.43,1022,79,15.64,75,10000,4.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1268956800,1268903367,1268947188,21.53,21.96,1021,85,18.9,100,10000,3.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1269043200,1268989790,1269033528,21.57,21.95,1019,83,18.56,0,10000,3.6,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1269129600,1269076213,1269119868,21.25,21.62,1015,84,18.44,40,6000,2.6,130,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}, {'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",
1269216000,1269162635,1269206208,22.57,22.84,1011,75,17.92,40,10000,2.1,80,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1269302400,1269249058,1269292548,22.78,23.07,1014,75,18.12,0,10000,2.1,20,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",
1269388800,1269335480,1269378888,22.54,23.04,1018,84,19.7,75,5000,2.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1269475200,1269421903,1269465228,22.7,23.25,1017,85,20.05,75,6000,3.1,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1269561600,1269508325,1269551568,22.14,22.76,1019,90,20.42,100,4000,2.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1269648000,1269594747,1269637908,21.35,21.84,1018,88,19.28,20,10000,1.0,100,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1269734400,1269681169,1269724248,21.37,21.89,1019,89,19.48,75,10000,4.1,180,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1269820800,1269767591,1269810588,21.51,21.99,1016,87,19.26,75,8000,3.6,270,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.42}
1269907200,1269854013,1269896928,20.61,21.18,1017,94,19.61,75,6000,1.0,300,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}, {'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",
1269993600,1269940435,1269983269,20.92,21.31,1018,86,18.49,75,10000,4.1,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1270080000,1270026857,1270069609,20.16,20.42,1017,84,17.37,75,10000,4.1,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1270166400,1270113279,1270155950,20.45,20.61,1018,79,16.69,75,10000,3.6,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1270252800,1270199701,1270242291,21.37,21.78,1018,85,18.75,75,10000,3.1,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1270339200,1270286123,1270328633,20.82,21.33,1017,91,19.3,100,8000,1.0,100,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.72}
1270425600,1270372546,1270414975,21.32,21.73,1017,85,18.7,75,8000,3.6,190,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.13}
1270512000,1270458968,1270501317,17.37,17.59,1019,93,16.23,100,4000,6.2,190,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.38}
1270598400,1270545390,1270587659,14.12,13.78,1018,84,11.46,20,10000,3.6,230,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.57}
1270684800,1270631813,1270674002,14.98,14.75,1019,85,12.48,40,7000,4.6,210,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.71}
1270771200,1270718236,1270760346,15.32,15.15,1021,86,12.99,75,3000,7.2,180,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.92}
1270857600,1270804659,1270846690,15.16,15.08,1025,90,13.53,100,5000,3.6,190,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1270944000,1270891082,1270933034,16.06,15.91,1023,84,13.36,75,6000,3.1,180,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1271030400,1270977505,1271019379,16.8,16.75,1022,85,14.27,40,10000,4.1,150,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1271116800,1271063928,1271105724,17.32,17.33,1023,85,14.78,20,10000,3.1,140,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",
1271203200,1271150351,1271192070,18.41,18.32,1025,77,14.31,0,10000,6.2,120,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1271289600,1271236775,1271278416,19.2,19.4,1023,85,16.62,75,10000,3.1,190,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1271376000,1271323199,1271364763,20.07,20.2,1019,79,16.32,0,10000,2.1,120,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1271462400,1271409623,1271451111,21.12,20.7,1019,54,11.46,0,10000,2.1,130,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1271548800,1271496047,1271537459,20.07,20.14,1023,77,15.92,0,10000,1.0,130,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1271635200,1271582472,1271623808,19.22,19.13,1022,74,14.48,0,10000,2.1,130,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1271721600,1271668897,1271710158,20.76,20.46,1019,60,12.72,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1271808000,1271755322,1271796509,21.67,21.41,1018,58,13.06,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1271894400,1271841747,1271882860,22.84,22.62,1016,55,13.33,0,10000,2.1,90,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1271980800,1271928172,1271969212,23.56,23.36,1016,53,13.43,0,10000,6.2,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1272067200,1272014598,1272055564,18.88,19.23,1019,92,17.55,100,8000,3.1,170,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.67}
1272153600,1272101024,1272141918,20.22,20.52,1020,85,17.62,0,10000,2.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1272240000,1272187450,1272228272,21.33,21.82,1017,88,19.26,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1272326400,1272273876,1272314627,23.44,23.15,1016,50,12.43,0,10000,1.5,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1272412800,1272360303,1272400983,18.74,18.97,1019,88,16.71,75,6000,2.6,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1272499200,1272446729,1272487340,17.43,17.5,1022,87,15.24,75,10000,4.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1272585600,1272533156,1272573697,16.47,16.44,1021,87,14.3,75,7000,3.1,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1272672000,1272619583,1272660056,16.43,16.27,1021,82,13.35,40,10000,2.1,160,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1272758400,1272706011,1272746416,15.46,15.41,1021,90,13.83,20,10000,1.5,160,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",
1272844800,1272792438,1272832776,17.62,17.63,1021,84,14.89,0,10000,2.1,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1272931200,1272878866,1272919137,19.62,19.57,1019,74,14.86,0,10000,0.0,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1273017600,1272965294,1273005500,21.22,20.89,1016,57,12.37,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1273104000,1273051722,1273091863,19.37,19.61,1017,86,16.97,75,6000,3.6,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1273190400,1273138150,1273178227,19.99,20.13,1019,80,16.44,0,10000,0.0,0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1273276800,1273224578,1273264592,20.23,20.45,1018,82,17.06,75,5000,2.6,120,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1273363200,1273311007,1273350959,17.32,17.54,1018,93,16.18,75,5000,1.5,240,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.84}
1273449600,1273397435,1273437326,14.46,14.15,1021,84,11.79,100,8000,5.7,200,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1273536000,1273483864,1273523694,14.03,13.89,1021,92,12.75,100,10000,6.2,180,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",
1273622400,1273570293,1273610063,14.73,14.53,1016,87,12.59,40,8000,2.6,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1273708800,1273656722,1273696434,14.15,12.98,1016,52,4.45,0,10000,6.2,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1273795200,1273743151,1273782805,14.9,14.4,1021,75,10.51,0,10000,2.6,230,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1273881600,1273829579,1273869178,15.58,15.41,1021,85,13.07,75,10000,1.5,100,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1273968000,1273916008,1273955551,16.35,16.39,1019,90,14.71,0,8000,1.5,180,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1274054400,1274002437,1274041926,16.99,16.39,1018,63,9.9,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1274140800,1274088866,1274128301,16.86,16.87,1020,87,14.68,75,8000,3.6,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1274227200,1274175295,1274214678,19.0,19.23,1017,87,16.79,40,6000,2.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1274313600,1274261724,1274301056,15.76,15.56,1017,83,12.88,40,10000,4.1,350,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1274400000,1274348152,1274387435,14.16,13.38,1018,67,8.13,0,10000,1.5,260,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1274486400,1274434581,1274473815,15.57,15.4,1018,85,13.06,40,10000,3.1,190,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1274572800,1274521009,1274560196,17.05,17.08,1017,87,14.87,75,10000,3.1,190,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1274659200,1274607437,1274646578,16.5,16.58,1018,91,15.03,40,10000,1.5,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1274745600,1274693866,1274732962,18.63,18.85,1017,88,16.6,0,6000,1.5,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1274832000,1274780293,1274819346,19.52,19.54,1019,77,15.38,75,8000,4.1,190,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",
1274918400,1274866721,1274905732,17.14,17.26,1023,90,15.49,75,4000,4.6,190,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.44}
1275004800,1274953148,1274992118,14.98,14.67,1025,82,11.94,40,10000,5.1,200,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",
1275091200,1275039575,1275078506,15.36,15.28,1022,89,13.56,75,8000,2.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1275177600,1275126002,1275164895,17.81,17.79,1019,82,14.7,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
