dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather,rain
1104537600,1104481374,1104530186,22.89,22.75,1017,58,14.2,0,10000.0,2.6,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1104624000,1104567812,1104616603,20.97,21.26,1019,82,17.78,75,10000.0,3.6,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1104710400,1104654251,1104703019,20.94,21.2,1019,81,17.56,0,10000.0,4.1,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1104796800,1104740690,1104789434,20.33,20.82,1018,92,18.99,75,8000.0,3.1,200,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.48}
1104883200,1104827130,1104875847,21.07,21.56,1014,89,19.19,100,8000.0,2.1,90,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.46}
1104969600,1104913571,1104962259,22.04,22.41,1014,81,18.63,0,10000.0,2.1,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1105056000,1105000012,1105048670,23.45,23.73,1016,72,18.12,0,10000.0,3.1,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
1105142400,1105086453,1105135079,21.82,22.36,1018,88,19.74,75,8000.0,2.6,70,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",
1105228800,1105172896,1105221488,22.41,22.87,1015,83,19.38,20,4000.0,3.1,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1105315200,1105259338,1105307894,23.93,24.55,1012,83,20.87,40,6000.0,1.5,60,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.1}
1105401600,1105345781,1105394300,23.58,23.85,1012,71,18.02,75,10000.0,1.0,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",
1105488000,1105432224,1105480704,20.92,21.52,1014,94,19.92,100,9000.0,5.1,180,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.15}
1105574400,1105518667,1105567107,19.43,19.75,1016,89,17.57,100,10000.0,9.3,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1105660800,1105605111,1105653508,19.27,19.42,1014,83,16.31,75,7000.0,3.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1105747200,1105691555,1105739908,20.86,21.27,1012,87,18.62,75,7000.0,2.6,190,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",
1105833600,1105777999,1105826306,26.53,26.53,1009,54,16.47,0,10000.0,3.1,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",
