dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather,rain,wind_gust
1325376000,1325319744,1325368572,20.15,20.6,1011,91,18.63,100,5000.0,3.6,110,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.66},
1325462400,1325406182,1325454990,18.04,18.25,1010,90,16.38,100,8000.0,3.6,200,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1325548800,1325492620,1325541407,18.39,18.3,1011,77,14.29,0,10000.0,2.1,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1325635200,1325579059,1325627822,19.91,19.94,1015,76,15.56,0,10000.0,3.1,180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1325721600,1325665498,1325714237,20.22,20.26,1016,75,15.65,0,10000.0,4.1,120,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1325808000,1325751938,1325800650,20.04,20.32,1015,85,17.44,75,6000.0,2.6,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1325894400,1325838379,1325887061,20.09,20.06,1017,73,15.1,0,10000.0,4.1,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,9.3
1325980800,1325924820,1325973472,20.19,20.28,1018,77,16.03,40,8000.0,3.6,150,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1326067200,1326011262,1326059881,19.94,19.95,1019,75,15.38,75,10000.0,6.2,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1326153600,1326097704,1326146289,19.91,20.1,1017,82,16.75,75,10000.0,3.1,170,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",,
1326240000,1326184147,1326232695,19.73,20.06,1019,88,17.69,75,7000.0,3.6,60,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.12},
1326326400,1326270589,1326319101,20.63,20.76,1019,77,16.46,0,10000.0,3.6,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1326412800,1326357033,1326405504,20.19,20.35,1018,80,16.63,0,10000.0,1.0,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1326499200,1326443476,1326491907,22.56,22.52,1015,63,15.17,0,10000.0,3.6,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1326585600,1326529920,1326578308,22.59,22.89,1014,76,18.15,0,10000.0,4.6,40,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.26},
1326672000,1326616364,1326664707,20.47,20.92,1016,90,18.77,75,5000.0,1.5,80,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}, {'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",,
1326758400,1326702808,1326751106,19.99,20.37,1018,89,18.12,75,10000.0,2.6,140,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 1.2},
1326844800,1326789252,1326837503,19.37,19.63,1017,87,17.15,75,5000.0,1.5,130,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.37},
1326931200,1326875697,1326923898,19.32,19.58,1017,87,17.1,75,3500.0,2.6,150,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
